id,is_disaster,disaster_type,disaster_severity,Resources/Help Type needed,location_mentioned,severity_score
154,True,Earthquake,Moderate,Medical,"Nepal, California",4
155,False,None,None,None,Europe,0
166,False,None,None,None,304,0
167,False,None,None,None,"Davis, CA",0
169,False,None,None,None,"Detroit, MI, Hiroshima",0
177,False,None,None,None,Switzerland,0
179,False,None,None,None,Unknown,0
181,False,None,None,None,304,0
186,False,None,None,None,United Kingdom,0
188,False,None,None,None,"London, England",0
189,False,None,None,None,In your hearts and minds,0
192,False,None,None,None,Runcorn,0
200,True,Airplane Accident,Moderate,Legal,"Lake Charles, LA",3
202,True,Airplane Accident,Mild,None,"California, USA",3
206,True,Airplane Accident,Severe,None,Unknown,4
207,True,Airplane Accident,Mild,None,Chofu airport,3
214,True,Airplane Accident,Severe,None,"Ocampo Coahuila MX, Eagle Pass, Texas",4
217,True,Airplane Accident,Severe,None,Unknown,4
223,False,None,None,None,inland empire ca,0
224,True,Airplane Accident,Severe,None,Muscat,4
227,True,Airplane Accident,Moderate,None,Penn Twp.,3
228,True,Airplane Accident,Moderate,Legal,"JFK Airport, New York",3
230,False,None,None,None,#BlackLivesMatter,0
233,False,None,None,None,USA - Global Online Sales,0
234,True,Airplane Accident,Moderate,Investigation,Reunion Island,3
236,True,Airplane Accident,Moderate,Investigation,Reunion Island,3
239,True,Airplane Accident,Moderate,Investigation,"France, Reunion Island",3
250,True,Helicopter Crash,Severe,Medical,"Pakistan, Istanbul, TÌ_rkiye",5
255,False,None,None,Medical,High in Prague with Aya,0
257,False,None,None,None,Happily Married with 2 kids,0
259,False,None,None,None,born on september 1st,0
275,True,Accident,Severe,Legal,"Atlanta, GA",5
278,False,None,None,None,USA,0
282,False,None,None,Medical,Worldwide,0
284,False,None,None,Medical,everywhere,0
286,False,None,None,Police,World,0
288,True,Helicopter Crash,Severe,Medical,Pakistan,5
292,False,None,None,Financial,"West Chester, PA",0
295,False,None,None,None,"Chorley, Lancashire, UK",0
300,False,None,None,None,Unknown,0
304,True,Accident,Moderate,Medical,San Diego,3
305,True,Accident,Moderate,Medical,New Orleans,3
306,False,None,None,None,"eileenborut,webster, tx, Israel",0
308,False,None,None,None,Unknown,0
311,False,None,None,None,Unknown,0
317,False,None,None,Medical,Unknown,0
319,False,None,None,None,Unknown,0
323,False,None,None,None,Unknown,0
324,False,None,None,None,Unknown,0
325,False,None,None,None,upstate NY,0
326,True,War,Severe,None,Carso Plateau,5
333,False,None,None,None,Unknown,0
339,False,None,None,None,Unknown,0
342,False,None,None,None,"Salem, MA",0
343,False,None,None,None,"Chicago, Illinois",0
350,False,None,None,None,SaltRiverWildHorses,0
351,False,None,None,None,German,0
357,False,None,None,None,Arizona,0
359,False,None,None,None,Colorado,0
362,False,None,None,None,United States,0
366,False,None,None,None,High Desert,0
367,False,None,None,None,"Plovdiv, Bulgaria",0
369,False,None,None,None,California,0
373,False,None,None,None,"Rhode Island, USA",0
374,False,None,None,None,SaltRiverWildHorses,0
376,False,None,None,None,Unknown,0
377,False,None,None,None,U.S.A.,0
378,False,None,None,None,Arizona,0
379,False,None,None,None,"Wayne, NJ",0
382,False,None,None,None,Chicago,0
385,False,None,None,None,SaltRiverWildHorses,0
387,False,None,None,None,SaltRiverWildHorses,0
388,False,None,None,None,Az,0
391,False,None,None,None,"Wheeler,Wis.",0
392,False,None,None,None,SaltRiverWildHorses,0
395,False,None,None,None,SaltRiverWildHorses,0
399,False,None,None,None,"Spring Lake Park, MN",0
400,False,None,None,None,Unknown,0
403,False,None,None,None,"Memphis, TN",0
405,False,None,None,None,"DMZ, AZ",0
408,False,None,None,None,Unknown,0
411,False,None,None,None,Instagram:marissatunis,0
414,False,None,None,None,"Akron, Ohio",0
416,False,None,None,None,ColoRADo,0
417,False,Nuclear,None,Medical,Fukushima,1
422,False,None,None,None,Unknown,0
425,False,None,None,None,Earth,0
428,False,None,None,None,Unknown,0
430,False,None,None,None,Unknown,0
431,False,None,None,None,Unknown,0
433,False,None,None,None,"Irvine, CA",0
434,False,None,None,None,Internet,0
439,False,None,None,None,Arlington,0
441,False,None,None,None,Unknown,0
449,False,None,None,None,Unknown,0
458,False,None,None,None,Northwest,0
460,False,None,None,None,Phuket,0
464,False,None,None,None,Unknown,0
473,False,None,None,None,Turkey,0
488,False,None,None,None,West Covina CA,0
491,False,None,None,None,Unknown,0
494,False,None,None,None,Unknown,0
497,False,None,None,None,Campinas Sp,0
500,False,None,None,None,Studio,0
505,False,None,None,None,Unknown,0
507,False,None,None,None,New York,0
508,False,None,None,None,Unknown,0
510,False,None,None,None,#Capulets,0
511,False,None,None,None,Unknown,0
515,False,None,None,None,Unknown,0
525,False,None,None,None,"Bowling Green, Ky",0
529,False,None,None,None,Unknown,0
532,False,None,None,None,Unknown,0
534,False,None,None,None,Unknown,0
537,False,None,None,None,"Logansport, Indiana",0
539,False,None,None,None,Rexburg ID,0
541,False,None,None,None,Unknown,0
545,False,None,None,None,Mexico,0
547,True,Arson,Mild,None,Jackson County,2
548,True,Arson,Moderate,Law Enforcement,Northern California,3
549,True,Arson,Moderate,Law Enforcement,Duma,3
553,True,Arson,Moderate,Law Enforcement,American West,3
554,False,None,None,None,West Michigan,0
555,True,Arson,Moderate,Medical,Israel,3
557,True,Arson,Moderate,Medical,Israel,3
562,False,None,None,None,"Chicago, IL",0
566,True,Arson,Mild,Law Enforcement,Saginaw,2
572,True,Arson,Mild,None,Charlton,2
573,False,None,None,None,Unknown,0
582,False,Arson,Mild,Law Enforcement,Shawnee,2
586,True,Arson,Mild,Law Enforcement,Steele,2
587,False,None,None,None,Unknown,0
590,True,Arson,Moderate,Law Enforcement,Northern California,3
591,True,Arson,Mild,Law Enforcement,Chicago,2
593,True,Arson,Mild,Law Enforcement,Chicago,2
595,True,Arson,Moderate,Medical,Israel,3
596,True,Arson,Moderate,Law Enforcement,Contra Costa Co.,3
597,True,Arson,Mild,Law Enforcement,Chicago,2
601,False,None,None,None,Unknown,0
602,False,None,None,None,Unknown,0
605,True,Arson,Mild,Law Enforcement,NYC,2
610,True,Arson,Mild,Law Enforcement,Surrey,2
616,False,None,None,None,Unknown,0
618,True,Arson,Mild,None,"Dorset, UK",2
620,True,Arson,Mild,Law Enforcement,San Francisco,2
626,False,None,None,None,"Toronto, Canada",0
627,False,None,None,None,Unknown,0
629,False,None,None,None,Unknown,0
632,True,Arson,Mild,Law Enforcement,"San Luis Obispo, California",2
634,False,None,None,None,Long Beach,0
639,True,Arson,Mild,Law Enforcement,San Francisco,2
645,True,Arson,Moderate,Law Enforcement,Fresno,3
647,True,Attack,Moderate,Medical,Delhi,3
648,False,None,None,Medical,chi town,0
650,False,None,None,None,Maryland,0
663,False,None,None,Medical,Unknown,0
666,False,None,None,None,Texas,0
668,True,Medical,Severe,Medical,Worldwide,4
670,False,None,None,None,Unknown,0
673,True,Attack,Moderate,Medical,US,3
676,True,Attack,Mild,Medical,Unknown,2
678,False,None,None,None,Peru,0
692,False,None,None,None,United Kingdom,0
693,False,None,None,None,venezuela,0
694,False,None,None,Medical,Unknown,0
695,False,None,None,None,Twitter,0
696,True,Attack,Moderate,Medical,"Udhampur, New Delhi,India",3
698,True,Attack,Moderate,Medical,"Seaton Delaval, Newcastle, UK",3
701,False,None,None,None,Australia,0
703,True,Attack,Moderate,Medical,Temple Mount,3
707,True,Attack,Moderate,Medical,"Temple Mount, Revolutionary Road, USA",3
708,True,Attack,Severe,Medical,Tennessee,4
711,True,Attack,Moderate,Medical,"Temple Mount, 1937 Germany",3
715,True,Attack,Moderate,Medical,"Temple Mount, Toronto, Ontario",3
718,False,None,None,None,Indonesia,0
722,False,None,None,None,N.Y.C,0
723,True,Attack,Mild,Medical,"Superior, WI",2
733,True,Attack,Moderate,Medical,"Temple Mount, Melbourne",3
741,False,None,None,None,"Helsinki, Finland",0
742,True,Attack,Moderate,Medical,Temple Mount,3
743,False,None,None,None,"Nashville, TN",0
747,False,None,None,None,"Down, down, baby...,SC.",0
749,False,None,None,None,Unknown,0
750,False,None,None,None,Unknown,0
756,False,None,None,None,Unknown,0
757,False,None,None,None,Turin,0
760,False,None,None,None,Unknown,0
764,False,None,None,None,"Saint Andrews, Scotland",0
765,False,None,None,None,Unknown,0
766,False,None,None,None,Unknown,0
768,False,None,None,None,"Denver, CO",0
769,False,None,None,None,Unknown,0
771,False,None,None,None,Michigan,0
772,False,None,None,None,Unknown,0
776,False,None,None,None,KATONG PLAZA,0
778,False,None,None,None,Unknown,0
780,False,None,None,None,"Denver, CO",0
785,False,None,None,None,Valusia,0
789,False,None,None,None,Anaheim,0
792,False,None,None,None,Unknown,0
793,False,None,None,None,Unknown,0
811,False,None,None,None,Gallipoli,0
813,False,None,None,None,"Midland, MI",0
816,False,None,None,None,"Seraphim Vault, Cosmodrone",0
821,False,None,None,None,Unknown,0
824,False,None,None,None,Gislaved,0
825,False,None,None,None,USA,0
827,False,None,None,None,Australia,0
830,True,Bioterrorism,Moderate,Medical,Unknown,3
831,True,Bioterrorism,Moderate,Medical,Unknown,3
839,True,Bioterrorism,Moderate,Medical,South of Boston,3
844,True,Bioterrorism,Moderate,Medical,baltimore,3
847,True,Bioterrorism,Moderate,Medical,East Texas,3
850,True,Bioterrorism,Moderate,Medical,"Washington, D.C.",3
854,True,Bioterrorism,Moderate,Medical,Unknown,3
855,True,Bioterrorism,Moderate,Medical,"Jacksonville, FL",3
858,True,Bioterrorism,Moderate,Medical,Dugway Proving Grounds,3
861,True,Bioterrorism,Moderate,Medical,"Phoenix, AZ",3
862,True,Bioterrorism,Moderate,Medical,Springfield Tn,3
865,True,Bioterrorism,Moderate,Medical,"Jacksonville, Florida",3
869,True,Bioterrorism,Moderate,Medical,Unknown,3
879,True,Bioterrorism,Moderate,Medical,USA,3
880,True,Bioterrorism,Moderate,Medical,Los Angeles,3
887,True,Bioterrorism,Moderate,Medical,"Amsterdam, Greenwich",3
889,True,Bioterrorism,Severe,Medical,Unknown,5
897,True,Bioterrorism,Moderate,Medical,Unknown,3
900,True,Bioterrorism,Moderate,Medical,"Denver,CO USA",3
901,False,None,None,None,The Forbidden Forest,0
904,True,Bioterrorism,Moderate,Medical,Unknown,3
908,True,Bioterrorism,Moderate,Medical,Unknown,3
909,True,Bioterrorism,Moderate,Medical,Unknown,3
910,True,Bioterrorism,Severe,Medical,Unknown,5
913,True,Bioterrorism,Moderate,Medical,"Uganda, Alaska",3
914,False,None,None,Legal,"Capitol Hill, Washington",0
917,False,None,None,None,"Fargo, ND",0
918,True,Bioterrorism,Severe,Medical,Unknown,5
920,True,Bioterrorism,Moderate,Medical,Unknown,3
922,True,Bioterrorism,Moderate,Medical,Unknown,3
924,True,Bioterrorism,Moderate,Medical,Unknown,3
925,True,Bioterrorism,Moderate,Medical,Philippines,3
927,True,Bioterrorism,Severe,Medical,Unknown,5
933,False,None,None,None,Mo.City,0
937,False,None,None,None,"Cleveland, OH",0
943,False,None,None,None,"Missoula, MT",0
949,False,None,None,None,Gotham City,0
950,True,Fire,Moderate,Shelter,"Port Coquitlam, Vancouver",3
954,False,None,None,None,Texas,0
966,False,None,None,None,Unknown,0
967,False,None,None,None,Unknown,0
969,False,None,None,None,"Strathmore, California",0
970,True,Fire,Moderate,Shelter,"Lithgow, Portland, NSW, Australia",3
973,False,None,None,None,"North Hollywood, CA",0
1295,False,None,None,None,California,0
1299,False,None,None,None,Unknown,0
1306,False,None,None,None,Canada,0
1310,False,None,None,None,Earthrealm,0
1311,False,None,None,None,Baltimore,0
1313,False,None,None,None,Unknown,0
1314,False,None,None,None,Unknown,0
1322,False,None,None,None,Unknown,0
1323,False,None,None,None,Unknown,0
1325,False,None,None,None,Beacon Hills,0
1329,False,None,None,None,Unknown,0
1330,False,None,None,None,Unknown,0
1333,False,None,None,None,Unknown,0
1336,False,None,None,None,Unknown,0
1339,False,None,None,None,Unknown,0
1342,False,None,None,None,"Toledo, OH",0
1344,False,None,None,None,Unknown,0
1355,True,Bombing,Severe,Medical,Saudi Arabia,5
1357,False,None,None,None,Unknown,0
1358,False,None,None,None,Unknown,0
1359,False,None,None,None,Los Angeles,0
1364,False,None,None,None,"Ventura Blvd. WHills, CA",0
1366,False,None,None,None,Unknown,0
1367,False,None,None,None,Unknown,0
1370,False,None,None,None,Pakistan,0
1373,False,None,None,None,Northern Scandinavia,0
1377,False,None,None,None,Australia,0
1386,False,None,None,None,New York,0
1387,False,None,None,None,Salt Lake City,0
1392,False,None,None,None,Unknown,0
1397,False,None,None,None,New York,0
1398,False,None,None,None,Unknown,0
1400,False,None,None,None,Unknown,0
1403,False,None,None,None,Las Vegas,0
1404,False,None,None,None,Dalton,0
1410,False,None,None,None,New York,0
1413,False,None,None,None,Unknown,0
1416,False,None,None,None,Paignton,0
1417,False,None,None,None,Unknown,0
1423,True,None,Mild,Medical,DC Metro Area,2
1424,False,None,None,None,Paignton,0
1426,False,None,None,None,Orlando,0
1427,False,None,None,None,"Rowlett, TX",0
1428,False,None,None,None,New York,0
1430,False,None,None,None,Bloemfontein,0
1434,False,None,None,None,Unknown,0
1435,False,None,None,None,North West,0
1437,False,None,None,None,"Nassau, Bahamas",0
1438,False,None,None,None,"University, FL",0
1442,False,None,None,None,Harlem,0
1446,False,None,None,None,Canada,0
1451,False,None,None,None,Unknown,0
1457,False,None,None,None,Unknown,0
1461,False,None,None,None,O-Town,0
1462,False,None,None,None,Botswana Gaborone,0
1465,False,None,None,None,"Dirty Bay, CA",0
1468,False,None,None,None,Unknown,0
1469,False,None,None,None,"Broward, Miami, Tally",0
1471,False,None,None,None,Unknown,0
1476,False,None,None,None,Cape Town,0
1478,False,None,None,None,Unknown,0
1481,False,None,None,None,Unknown,0
1489,False,None,None,None,"West Monroe, Louisiana",0
1490,False,None,None,None,CLEVELAND,0
1492,True,Bombing,Severe,Medical,Yemen,5
1496,False,None,None,None,Unknown,0
1512,False,None,None,None,"Fairfax Co., VA",0
1516,False,None,None,None,Unknown,0
1517,False,None,None,None,Unknown,0
1528,False,None,None,None,Unknown,0
1529,False,None,None,None,"NYC, Japan",0
1536,True,Bombing,Severe,Medical,Hiroshima,5
1539,False,None,None,None,Unknown,0
1541,False,None,None,None,"San Antonio, TX",0
1542,False,None,None,None,"Texas, USA",0
1548,True,Bombing,Severe,Medical,Hiroshima,5
1550,False,None,None,None,"Tinley Park, IL",0
1551,False,None,None,None,Oakland,0
1552,True,Bombing,Severe,Medical,Nagasaki,5
1557,True,Bombing,Severe,Medical,Unknown,5
1563,False,None,None,None,Long Beach,0
1564,False,None,None,None,shanghai,0
1565,False,None,None,None,Unknown,0
1566,True,Bombing,Severe,Medical,Hiroshima,5
1571,False,None,None,None,Unknown,0
1578,False,None,None,None,Unknown,0
1581,False,None,None,None,Unknown,0
1583,False,None,None,None,Unknown,0
1584,False,None,None,None,Ventura County,0
1586,True,Bombing,Severe,Medical,Hiroshima,5
1589,True,Bombing,Severe,Medical,Hiroshima,5
1592,True,Bombing,Severe,Medical,Hiroshima,5
1598,True,Bombing,Severe,Medical,Hiroshima,5
1606,False,None,None,None,Unknown,0
1612,False,None,None,None,"Vernal, Utah",0
1616,True,Bombing,Severe,Medical,SomaliaEritrea,5
1620,False,None,None,None,Birmingham,0
1624,False,None,None,None,Unknown,0
1629,True,Bombing,Severe,Medical,Hiroshima,5
1630,True,Bombing,Severe,None,Unknown,5
1947,False,None,None,None,US of Eh,0
1958,False,None,None,None,Unknown,0
1964,False,None,None,None,San Francisco,0
1970,False,Fire,Mild,Firefighting,San Diegohhjhhhhhghghpjg,1
1974,False,None,None,None,The Internet & NYC,0
1977,True,Fire,Moderate,Firefighting,Scotland,3
1978,True,Fire,Mild,Firefighting,Unknown,2
1982,True,Fire,Moderate,Medical,Albania,4
1984,True,Fire,Mild,None,South Africa,2
1988,False,None,None,None,"Melbourne, Australia",0
1993,True,Fire,Moderate,None,Australia Blue Mountains,3
1997,False,None,None,None,aus,0
1998,True,Fire,Moderate,Medical,Albania,4
2002,False,None,None,None,None,0
2004,True,Fire,Mild,None,Australia,2
2005,False,None,None,None,Mid north coast of NSW,0
2008,True,Fire,Mild,None,Eugene,1
2011,False,None,None,None,None,0
2013,False,None,None,None,None,0
2018,True,Bombing,Moderate,Medical,Yemen,3
2021,True,War,Moderate,Medical,Afghan,3
2025,False,None,None,None,Welly & Aucklnd,0
2029,True,Bombing,Severe,Medical,Hiroshima and Nagasaki,5
2030,False,None,None,None,Worldwide,0
2032,False,None,None,None,"San Francisco, Los Angeles",0
2037,False,None,None,None,None,0
2041,False,None,None,None,"Arizona, USA",0
2044,True,War,Severe,Medical,None,4
2048,True,Bombing,Moderate,Medical,Yemen,3
2052,False,None,None,None,Nashville,0
2053,True,War,Severe,Medical,Iwo Jima and Okinawa,4
2054,True,War,Severe,Medical,Japan,4
2062,False,None,None,None,Canada,0
2065,False,None,None,None,Scottsdale AZ,0
2066,False,None,None,None,None,0
2072,False,None,None,None,None,0
2079,False,None,None,None,"Russia, Ukraine",0
2080,False,None,None,None,"West Hampstead, London NW6",0
2085,False,None,None,None,RollingMeadows,0
2088,False,None,None,None,"Cambridge, MA",0
2090,False,None,None,None,"Washington, D.C.",0
2092,False,None,None,None,None,0
2093,False,None,None,None,None,0
2101,False,None,None,None,"Paranaque City, National Capital Region",0
2104,False,None,None,None,Toronto,0
2105,False,None,None,None,None,0
2106,False,None,None,None,"Houston, TX",0
2107,False,None,None,None,None,0
2120,False,None,None,None,"Oakland, CA",0
2124,False,None,None,None,None,0
2127,False,None,None,None,None,0
2130,False,None,None,None,"Carrboro, NC",0
2132,False,None,None,None,Germany,0
2135,False,None,None,None,#BVSTRONG,0
2137,True,War,Severe,"Medical, Shelter, Food","Gaza, Palestine, Israel",5
2140,False,None,None,None,Australia,0
2143,False,None,None,None,None,0
2147,False,None,None,None,"Tulsa, OK",0
2151,False,None,None,None,"Blackfield, England",0
2152,True,Water Shortage,Severe,Water,Puerto Rico,4
2155,False,None,None,None,Alaska,0
2156,False,None,None,None,"Illinois, USA",0
2162,False,None,None,None,"Nevada, USA",0
2165,False,None,None,None,None,0
2166,False,None,None,None,United States,0
2167,False,None,None,None,None,0
2168,False,None,None,None,None,0
2170,False,None,None,None,None,0
2178,True,Bombing,Severe,Medical,Hiroshima and Nagasaki,5
2180,False,None,None,None,None,0
2182,True,Climate Change,Moderate,None,None,3
2184,False,None,None,Medical,US,0
2185,False,None,None,None,None,0
2187,False,None,None,None,None,0
2196,False,None,None,None,None,0
2197,True,Volcanic Eruption,Moderate,Shelter,None,3
2199,False,None,None,None,"Mechanicsville, VA",0
2200,False,None,None,None,California,0
2201,False,None,None,None,Edmonton,0
2202,True,Food Shortage,Severe,Food,None,4
2206,True,Climate Change,Moderate,None,None,3
2208,False,None,None,None,OHIO,0
2218,False,None,None,None,SF,0
2223,False,Chemical Spill (Drill),None,None,"New Jersey, USA",0
2224,True,Chemical Spill,Moderate,Medical,"Corpus Christi, Texas",3
2226,False,None,None,None,None,0
2228,True,Chemical Emergency,Mild,Medical,Bacup,2
2232,True,Chemical Emergency,Mild,Medical,Bacup,2
2234,True,Chemical Emergency,Mild,Medical,Hammondville,2
2243,True,Chemical Spill,Moderate,Medical,Hammondville,3
2247,False,None,None,None,None,0
2249,True,Chemical Emergency,Mild,Medical,Bacup,2
2252,False,None,None,None,Southern MD,0
2253,True,Chemical Spill,Moderate,Medical,RedruthåÊUK,3
2259,False,None,None,None,None,0
2261,False,None,None,None,None,0
2264,False,None,None,None,None,0
2268,False,None,None,None,None,0
2269,False,None,None,None,None,0
2270,False,None,None,None,None,0
3620,True,Earthquake,Moderate,Shelter,"Sydney, Australia",3
3622,False,None,None,None,Unknown,0
3624,False,None,None,None,Global,0
3630,False,None,None,None,Unknown,0
3644,False,None,None,MentalHealth,Subconscious LA,0
3649,False,None,None,None,"Phoenix, AZ",0
3651,False,None,None,None,"Manchester, Lille",0
3654,False,None,None,None,Unknown,0
3665,False,None,None,None,Unknown,0
3668,False,None,None,None,Unknown,0
3671,False,None,None,MentalHealth,Raleigh,0
3672,False,None,None,None,Unknown,0
3673,False,None,None,None,Unknown,0
3677,False,None,None,None,London,0
3678,False,None,None,None,Curitiba-PR,0
3687,False,None,None,None,"Elsmere, Wilmington, DE",0
3688,False,None,None,None,Unknown,0
3693,False,None,None,None,Grandmother Willow's,0
3698,False,None,None,None,Unknown,0
3699,False,None,None,None,"Iraq, Syria",0
3701,True,Flood,Moderate,Shelter,Kaduna,3
3703,False,None,None,None,USA,0
3706,False,None,None,None,Unknown,0
3707,False,None,None,None,Chicago,0
3709,True,Flood,Moderate,Shelter,"festac, Lagos, Nigeria, Sokoto",3
3711,False,None,None,None,Unknown,0
3714,False,None,None,None,Unknown,0
3716,False,None,None,None,USA,0
3720,True,Flood,Moderate,Shelter,"Nigeria, Kaduna",3
3728,True,Bombing,Severe,Medical,"Cape Town, South Africa, Hiroshima",5
3731,False,None,None,None,"Virginia, Europe, America",0
3732,False,None,None,None,Argentina,0
3733,True,Bombing,Severe,Shelter,"Dunedin, New Zealand, Gaza",5
3734,False,None,None,None,norton,0
3740,False,None,None,None,Rome,0
3746,False,None,None,None,L.A,0
3749,False,None,None,None,North Korea,0
3751,False,None,None,None,Unknown,0
3755,False,None,None,None,Glasgow,0
3757,False,None,None,None,"Hounslow, London",0
3762,False,None,None,None,"lake worth, Fl",0
3767,False,None,None,None,Hell,0
3769,False,None,None,None,The Floor,0
3779,False,None,None,None,Unknown,0
3781,False,None,None,None,"Hollywood, Russian",0
3782,False,None,None,None,Unknown,0
3783,True,Bombing,Severe,Medical,Unknown,5
3784,False,None,None,None,Otsuka Village,0
3790,False,None,None,None,"Piedmont, CA",0
3791,False,None,None,None,Unknown,0
3792,True,Bombing,Severe,Medical,Hiroshima,5
3794,False,None,None,None,Unknown,0
3799,False,None,None,None,"Nashville, Music City, USA",0
3801,False,None,None,None,"Amsterdam, Worldwide",0
3804,False,None,None,None,"Detroit, MI",0
3808,False,None,None,None,Unknown,0
3809,False,None,None,None,World Wide,0
3811,False,None,None,None,Texas Hill Country,0
3813,False,None,None,None,"Morioh, Japan",0
3817,False,None,None,None,"charlotte, nc",0
3818,False,None,None,None,D.C.,0
3823,False,None,None,None,Unknown,0
3843,False,None,None,None,"Nashville, TN",0
3844,False,None,None,None,Amsterdam,0
3846,False,None,None,None,Aomori,0
3847,True,Bombing,Mild,Evacuation,"Boulder, DC",2
3852,False,None,None,None,Unknown,0
3854,False,None,None,None,Unknown,0
3856,False,None,None,None,Unknown,0
3863,False,None,None,None,Unknown,0
3865,False,None,None,None,"Palacio, Madrid",0
3867,False,None,None,None,Unknown,0
3871,False,None,None,None,Unknown,0
3872,False,None,None,None,Unknown,0
3878,False,None,None,None,Unknown,0
3880,False,None,None,None,Unknown,0
3881,False,None,None,None,Unknown,0
3882,True,Bombing,Mild,None,"ShloMotion, Jerusalem, Golan Heights",2
3883,False,None,None,None,Unknown,0
3884,True,Bombing,Mild,None,"Jerusalem, Golan Heights",2
3885,False,None,None,None,Unknown,0
3886,False,None,None,None,Unknown,0
3890,False,None,None,None,"Poughkeepsie, NY",0
3891,True,Bombing,Mild,None,Unknown,2
3898,True,Typhoon,Severe,Shelter,Saipan,4
3902,False,None,None,None,Unknown,0
3909,False,None,None,None,New Orleans,0
3910,False,None,None,None,Unknown,0
3912,False,None,None,None,astral plane,0
3915,True,Typhoon,Severe,Shelter,"Saipan, Northern Marians",4
3918,False,None,None,None,Unknown,0
3920,True,Typhoon,Severe,Shelter,"Saipan, Northern Marians",4
3925,False,None,None,None,south wales valleys,0
3928,False,None,None,None,Unknown,0
3929,False,None,None,None,Unknown,0
3930,True,Typhoon,Severe,Shelter,"Dhaka, Saipan, Northern Marians",4
3931,False,None,None,None,Scotland,0
3934,False,None,None,None,"toronto, unicorn island",0
3939,False,None,None,None,cork,0
3941,False,None,None,None,Ireland,0
5402,True,Fire,Moderate,Medical,New Jersey,3
5405,False,None,None,None,"Augusta, GA",0
5414,False,None,None,Education,Philippines,0
5415,False,None,None,None,"Indianapolis, Indiana",0
5419,False,None,None,None,"Columbia, MO",0
5421,False,None,None,None,Unknown,0
5422,False,None,None,Medical,Unknown,0
5424,False,None,None,None,Columbia,0
5427,False,None,None,Mental Health,Northern Colorado,0
5429,False,None,None,None,Unknown,0
5431,True,Fire,Moderate,Food,"Eufaula, Oklahoma",3
5433,False,None,None,None,"Jacksonville, FL",0
5434,True,Shooting,Severe,Medical,Lafayette,5
5435,False,None,None,None,Unknown,0
5436,False,None,None,None,"Boston, New England",0
5438,True,Shooting,Severe,Medical,Shreveport,5
5440,False,None,None,None,Unknown,0
5441,True,Fire,Moderate,Food,"Goldsboro, NC",3
5447,False,None,None,Medical,Unknown,0
5451,False,None,None,None,"Tennessee, USA",0
5453,False,None,None,None,Nevada,0
5456,False,None,None,Information,Hull ma,0
5457,False,None,None,Volunteers,"Cedar City, Utah",0
5463,False,None,None,None,Unknown,0
5464,False,None,None,None,Unknown,0
5470,False,None,None,None,Unknown,0
5472,True,Fire,Mild,Medical,Unknown,2
5474,False,None,None,None,Unknown,0
5478,False,None,None,None,New York,0
5483,False,None,None,None,Little Rock,0
5490,False,None,None,None,Unknown,0
5500,False,None,None,None,"Fargo, ND",0
5504,False,None,None,None,Unknown,0
5508,False,None,None,None,Unknown,0
5511,False,None,None,None,Unknown,0
5512,False,None,None,None,Unknown,0
5513,False,None,None,None,Swansea,0
5516,False,None,None,None,Unknown,0
5523,False,None,None,None,Derbyshire,0
